,user_location,user_description,date,text,hashtags,source
2793,,"somos todos pelo Brasil, somos Deus Pátria família. ansiosos por ver os corruptos na cadeia.",2023-01-09 13:11:42+00:00,"RT @marcosantis38: Esse americano foi preso aqui no Capitolio,como assim participando de protestos no Brasil? Tudo arquitetado Brasil! Esta…",,Twitter for Android
2794,"Cruzeiro, Brasil","De 1985
Somente mais um latino americano nascido no interioR e filho de uma Maria
🐶📚📷
.
#antifa",2023-01-09 13:11:39+00:00,"RT @Ivokleber: E a imprensa com esse papinho de ""criminosos infiltrados"" nos acampamentos e protestos... vão se foder né? Esses movimentos…",,Twitter for Android
2795,Santo andré,"Engenheiro Mecânico, nascido em Registro- SP.",2023-01-09 13:11:35+00:00,"RT @reportersalles: O ditador comunista Nicolás Maduro rechaçou os protestos ocorridos em Brasília neste domingo (8). Em 2019, a ONU denunc…",,Twitter for Android
2796,,,2023-01-09 13:11:33+00:00,"RT @reportersalles: O ditador comunista Nicolás Maduro rechaçou os protestos ocorridos em Brasília neste domingo (8). Em 2019, a ONU denunc…",,Twitter Web App
2797,"Araruama, Brasil",O shape tá vindo 🏃🏻🏋🏻🚴🏻,2023-01-09 13:11:27+00:00,"RT @reportersalles: O ditador comunista Nicolás Maduro rechaçou os protestos ocorridos em Brasília neste domingo (8). Em 2019, a ONU denunc…",,Twitter for Android
2798,Hell de janeiro,Por uma colher de sopa!,2023-01-09 13:11:26+00:00,RT @luindarkness: Agora eu entendo pq Putin reprime mesmo os protestos pró-imperialistas em Moscou que tentam desestabilizar seu governo e…,,Twitter Web App
2799,,,2023-01-09 13:11:20+00:00,RT @folha: Regina Duarte exalta Bolsonaro durante protestos golpistas em Brasília https://t.co/Yg3429ftlo,,Twitter for Android
2800,Juiz de Fora,"Casado, Pai, Avô, Engenheiro, Conservador.",2023-01-09 13:11:15+00:00,RT @folha: Regina Duarte exalta Bolsonaro durante protestos golpistas em Brasília https://t.co/Yg3429ftlo,,Twitter for Mac
2801,"Pernambuco, Brasil",patiently waiting for normani to release candy paint,2023-01-09 13:11:15+00:00,RT @lelispatricia: Pelo que eu entendi os terroristas estão dizendo que tinha pessoas de esquerda infiltrados no protestos e supostamente e…,,Twitter for iPhone
2802,,"Não parar, não precipitar, não retroceder.",2023-01-09 13:11:12+00:00,RT @heliobeltrao: O Flavio Dino há 5 anos incentivou os protestos que incendiaram ministérios. Aqueles esquerdistas que hoje corretamente r…,,Twitter for iPhone
2803,Brasil,"Viver é um ato político 👥👤👥
Koo: @elisagomesbr",2023-01-09 13:11:10+00:00,RT @folha: Regina Duarte exalta Bolsonaro durante protestos golpistas em Brasília https://t.co/Yg3429ftlo,,Twitter Web App
2804,"Pirituba, São Paulo","Cristã, Conservadora, Patriota, sempre aprendendo.",2023-01-09 13:11:03+00:00,RT @folha: Regina Duarte exalta Bolsonaro durante protestos golpistas em Brasília https://t.co/Yg3429ftlo,,Twitter Web App
2805,"Recife, Brasil",,2023-01-09 13:10:58+00:00,RT @heliobeltrao: O Flavio Dino há 5 anos incentivou os protestos que incendiaram ministérios. Aqueles esquerdistas que hoje corretamente r…,,Twitter for Android
2806,,"Cristão, Pai, Marido, Patriota, e Apoiador Do Presidente Bolsonaro DEUS ACIMA DE TODOS
LIBERDADE É INEGOCIÁVEL",2023-01-09 13:10:55+00:00,RT @heliobeltrao: O Flavio Dino há 5 anos incentivou os protestos que incendiaram ministérios. Aqueles esquerdistas que hoje corretamente r…,,Twitter for Android
2807,,"Deus, Pátria, Família e Liberdade!
Safra Bolsonaro1990!
2a Conta",2023-01-09 13:10:54+00:00,RT @heliobeltrao: O Flavio Dino há 5 anos incentivou os protestos que incendiaram ministérios. Aqueles esquerdistas que hoje corretamente r…,,Twitter for Android
2808,,"Professor, nômade moderno e apaixonado torcedor do Paysandu.",2023-01-09 13:10:53+00:00,"RT @Ivokleber: E a imprensa com esse papinho de ""criminosos infiltrados"" nos acampamentos e protestos... vão se foder né? Esses movimentos…",,Twitter for Android
2809,"São Paulo, Brasil",Eu sou eu...basta?,2023-01-09 13:10:52+00:00,"RT @Ivokleber: E a imprensa com esse papinho de ""criminosos infiltrados"" nos acampamentos e protestos... vão se foder né? Esses movimentos…",,Twitter for Android
2810,caracas,"Meteorologo, politico y sobre todo Venezolano de Caracas-------------",2023-01-09 13:10:42+00:00,RT @sitef5: Regina Duarte exalta Bolsonaro durante protestos golpistas em Brasília https://t.co/sHoO38WpHE,,Twitter Web App
2811,,"Não importa se é pelo caminho do patriotismo da direita ou ideologia da esquerda, ia dar certo se não tivesse Centrão, enquanto não tirarmos o Centrão …",2023-01-09 13:10:42+00:00,RT @lelispatricia: Pelo que eu entendi os terroristas estão dizendo que tinha pessoas de esquerda infiltrados no protestos e supostamente e…,,Twitter for iPhone
2812,Brasil,"Filho da Marister, neto da dona Vitória e do seu Ireno | Antifa |
Bacharel em Artes Visuais |
Editor |
Produtor de Podcasts",2023-01-09 13:10:41+00:00,"RT @Ivokleber: E a imprensa com esse papinho de ""criminosos infiltrados"" nos acampamentos e protestos... vão se foder né? Esses movimentos…",,Twitter Web App
2813,"Sucupira do Riachão, Brasil",Coroné arrependido.,2023-01-09 13:10:37+00:00,RT @areamilitarof: URGENTE!! Manifestantes pacíficos chegam ao Congresso e ao Senado Nacional e promovem protestos. Lembrando que não há po…,,Twitter for Android
2814,,,2023-01-09 13:10:35+00:00,RT @MariaCarmenGou1: Ao que tudo indica Antifas infiltrados fizeram as depredações. Vários foram presos e filmados. A pergunta que fica: se…,,Twitter for iPhone
2815,"Pelotas, RS",deixa de dá oi pras pessoa pra dá oi pra catchorros e gatios,2023-01-09 13:10:32+00:00,"RT @tesoureiros: O Ministro da Defesa Múcio Monteiro, há alguns dias, disse que atos golpistas eram democráticos. Disse que conhecidos seus…",,Twitter Web App
2816,World,||YYZ🇨🇦FFL🇱🇷||Certified #Stonergirl ||🦋 Lifted Lifestyle|| Classy || #BLM 💙 I hate Meta apps. @jaguar,2023-01-09 13:10:28+00:00,RT @SF_Moro: O novo Governo Lula iniciou mais preocupado em reprimir protestos e a opinião divergente do que em apresentar resultados. De v…,,Twitter for iPhone
2817,,,2023-01-09 13:10:20+00:00,RT @reportersalles: Maduro repudiou os protestos contra Lula e repudiou os protestos contra ele próprio na Venezuela. Repudiou tanto que a…,,Twitter for iPhone
2818,,Lula presidente 🙌❤️🙏🏻🇧🇷🙌🚩🇧🇷,2023-01-09 13:10:20+00:00,RT @folha: Regina Duarte exalta Bolsonaro durante protestos golpistas em Brasília https://t.co/Yg3429ftlo,,Twitter Web App
2819,Estados Unidos,"Engenheira e MBA, mãe, caregiver",2023-01-09 13:10:08+00:00,"RT @ATROMBETA3: Com palavras de ordem e ao som de hinos da  pátria, milhares de brasileiros descem para a Esplanada dos Ministérios em prot…",,Twitter for Android
2820,,🐷🍺🍼,2023-01-09 13:10:07+00:00,"RT @0410Lina: Protestos contra Macron!!!
Hoje em Paris!!!
A mídia não vai mostrar... https://t.co/RiXSx7BoX4",,Twitter for iPhone
2821,,"❤Agregador de Notícias Progressistas 🇻🇳
➡️Apoie pelo PIX: oadamidia@gmail.com
                 👇🏾Se inscreva no nosso canal do YouTube 👇🏾",2023-01-09 13:10:04+00:00,"RT @adamoantonioni: Seu estilo artístico é marcado pela influência do expressionismo, cubismo e dos muralistas mexicanos. Abordou temas tip…",,Twitter for Android
2822,"Barra da Tijuca, Rio de Janeiro","Serv. aposentada da CD. ass. de plenário 17a, economista, espec em processo Legislativo. patriota:-orgulho de ter participado da história do Brasil.",2023-01-09 13:10:04+00:00,RT @SF_Moro: O novo Governo Lula iniciou mais preocupado em reprimir protestos e a opinião divergente do que em apresentar resultados. De v…,,Twitter for iPhone
2823,,O que te desafia não te transforma.😉✌🏽,2023-01-09 13:10:03+00:00,RT @SF_Moro: O novo Governo Lula iniciou mais preocupado em reprimir protestos e a opinião divergente do que em apresentar resultados. De v…,,Twitter for Android
2824,,"Cristão, Patriota, Anti-Petista e qualquer partido de esquerda .",2023-01-09 13:10:03+00:00,RT @SF_Moro: O novo Governo Lula iniciou mais preocupado em reprimir protestos e a opinião divergente do que em apresentar resultados. De v…,,Twitter for Android
2825,"São Paulo, Brasil","Aqui falo sobre Palmeiras e política ➡️         
        Conteúdos sobre academia e treino, é lá no insta. Segue e se joga no meu mundo ⤵️",2023-01-09 13:09:57+00:00,RT @heliobeltrao: O Flavio Dino há 5 anos incentivou os protestos que incendiaram ministérios. Aqueles esquerdistas que hoje corretamente r…,,Twitter for Android
2826,,Bolsonarista .,2023-01-09 13:09:55+00:00,"RT @reportersalles: O ditador comunista Nicolás Maduro rechaçou os protestos ocorridos em Brasília neste domingo (8). Em 2019, a ONU denunc…",,Twitter for Android
2827,Aracaju/SE/BR,A maior e melhor Rádio Pop da América Latina! The best of Pop Rock Dance and R&B live 24h with the best young lineup.,2023-01-09 13:09:49+00:00,RT @SF_Moro: O novo Governo Lula iniciou mais preocupado em reprimir protestos e a opinião divergente do que em apresentar resultados. De v…,,Twitter for Android
2828,,"🇧🇷Cristão conservador. Deus, família, pátria e liberdade!🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷",2023-01-09 13:09:46+00:00,"RT @0410Lina: Protestos contra Macron!!!
Hoje em Paris!!!
A mídia não vai mostrar... https://t.co/RiXSx7BoX4",,Twitter for Android
2829,"Salvador, Bahia, Brasil","O Pai mais apaixonado do mundo e Torcedor saudável do Esporte Clube Bahia.

#LulaPresidente2022

Deus é Deus, Graças a Deus!",2023-01-09 13:09:46+00:00,"RT @futebol_info: Presidente da Galoucura, principal torcida organizada do Atlético-MG, se coloca à disposição para ir à Brasília para reso…",,Twitter Web App
2830,Brasil,"Psicologo, Yogi, Ter. Ayurveda cel 34998343000",2023-01-09 13:09:46+00:00,"RT @futebol_info: Presidente da Galoucura, principal torcida organizada do Atlético-MG, se coloca à disposição para ir à Brasília para reso…",,Twitter Web App
2831,"Itápolis, Brasil","Mulher, Cadeirante ♿, Patriota, Cristã, Conservadora, Defensora da Família, Anti-Esquerda e tudo o que ela representa. #sdv",2023-01-09 13:09:36+00:00,RT @heliobeltrao: O Flavio Dino há 5 anos incentivou os protestos que incendiaram ministérios. Aqueles esquerdistas que hoje corretamente r…,,Twitter for Android
2832,"Rio de Janeiro, Brasil",Aqui é proibido falar mal da Dilma Rousseff ou do Lula 13 ❤ Aviso tbm q assisto e curto BBB,2023-01-09 13:09:32+00:00,RT @SwedeninBR: “Condeno veementemente o ataque às instituições democráticas do Brasil ontem.  Meu total apoio ao presidente Lula @LulaOfic…,,Twitter for Android
2833,,"Von Regium 🟢🟡
Vamo São Paulo 🔴⚪⚫",2023-01-09 13:09:31+00:00,"RT @madermattos1: ÚLTIMA HORA: Protestos estouram em Paris contra Macron, aumento de preços, reforma da previdência Protestos têm sido cada…",,Twitter Web App
2834,,"Reality show, política e memes! 
Se inscreva no canal O A da Mídia:
https://t.co/PDuVep7x6A",2023-01-09 13:09:31+00:00,"RT @adamoantonioni: Seu estilo artístico é marcado pela influência do expressionismo, cubismo e dos muralistas mexicanos. Abordou temas tip…",,Twitter for Android
2835,,"Revogação das reformas trabalhista e da previdência!
Alteração da política de preços da Petrobrás.
#Lula13  #lulapresidente13  #voltalula @lulaoficial",2023-01-09 13:09:28+00:00,"RT @GabrielKustow: 🚨Veja:
Moro acusa Lula de 'reprimir protestos' e não condena ataques em Brasília. https://t.co/WQVraXMomP",,Twitter Web App
2836,"Florida, USA",Uma eterna aprendiz.,2023-01-09 13:09:26+00:00,"RT @OsvaldoJn1: Alexandre de Moraes proibiu protestos até 31 de janeiro.
Os protestos irão:",,Twitter for Android
2837,,"professora, esquerdopata, apaixonada por animais, e completamente apaixonada por Star Wars",2023-01-09 13:09:26+00:00,"RT @adamoantonioni: Seu estilo artístico é marcado pela influência do expressionismo, cubismo e dos muralistas mexicanos. Abordou temas tip…",,Twitter for iPhone
2838,,,2023-01-09 13:09:22+00:00,"RT @Ercio_Santos: INFILTRADOS.

Uma mulher afirma que houve infiltrados nos protestos causando incêndios e destruição. Alguns seguidores de…",,Twitter for Android
2839,São Paulo,"Hidrogeólogo ambientalista 🇧🇷🇧🇷.
Sigo todos que me seguem e aberto a consultas",2023-01-09 13:09:12+00:00,"RT @madermattos1: ÚLTIMA HORA: Protestos estouram em Paris contra Macron, aumento de preços, reforma da previdência Protestos têm sido cada…",,Twitter Web App
2840,,"Porto Alegre, RS",2023-01-09 13:09:08+00:00,RT @A_Patriotaa: Boulos é você ? É sempre bom relembrar de protestos democráticos. https://t.co/cQPuzqxHIl,,Twitter for iPhone
2841,"Cariacica, Brasil","Sagitariano, Criativo e PTfóbico.",2023-01-09 13:09:07+00:00,RT @SF_Moro: O novo Governo Lula iniciou mais preocupado em reprimir protestos e a opinião divergente do que em apresentar resultados. De v…,,Twitter Web App
2842,"Diamantina, Brasil","De PE pro mundo, com escala semi-fixa em MG. Um Ícaro nas costas e Clara nas pernas. Cozinhando e aprendendo o tempo todo.",2023-01-09 13:09:06+00:00,"RT @Ivokleber: E a imprensa com esse papinho de ""criminosos infiltrados"" nos acampamentos e protestos... vão se foder né? Esses movimentos…",,Twitter for iPhone
2843,"São Paulo, Brasil","Advogado criminalista,espírita, fechado com bolsonaro por um Brasil melhor e mais justo!",2023-01-09 13:09:02+00:00,RT @SF_Moro: O novo Governo Lula iniciou mais preocupado em reprimir protestos e a opinião divergente do que em apresentar resultados. De v…,,Twitter for Android
2844,,,2023-01-09 13:08:56+00:00,RT @SF_Moro: Protestos têm que ser pacíficos. Invasões de prédios públicos e depredação não são respostas. A oposição precisa ser feita de…,,Twitter for iPhone
2845,"Minas Gerais, Brasil","Às vezes, para voltar ao equilíbrio é preciso tirar os pés do chão e sonhar alto!",2023-01-09 13:08:53+00:00,RT @lelispatricia: Pelo que eu entendi os terroristas estão dizendo que tinha pessoas de esquerda infiltrados no protestos e supostamente e…,,Twitter for iPhone
2846,"São Paulo, Brasil",,2023-01-09 13:08:53+00:00,"RT @reportersalles: O ditador comunista Nicolás Maduro rechaçou os protestos ocorridos em Brasília neste domingo (8). Em 2019, a ONU denunc…",,Twitter for iPhone
2847,,Aqui é GALO,2023-01-09 13:08:53+00:00,"RT @GabrielKustow: 🚨Veja:
Moro acusa Lula de 'reprimir protestos' e não condena ataques em Brasília. https://t.co/WQVraXMomP",,Twitter Web App
2848,,"Conservador, patriota e Casado.

Brasil acima de tudo, Deus acima de todos!
Perfil Bolsonarista no Tiktok , seguem lá. 
@j.junior1309",2023-01-09 13:08:50+00:00,"RT @0410Lina: Protestos contra Macron!!!
Hoje em Paris!!!
A mídia não vai mostrar... https://t.co/RiXSx7BoX4",,Twitter for Android
2849,"Ananindeua, Brasil",É no Senhor que eu confio e nada temo .,2023-01-09 13:08:49+00:00,RT @lelispatricia: Pelo que eu entendi os terroristas estão dizendo que tinha pessoas de esquerda infiltrados no protestos e supostamente e…,,Twitter Web App
2850,,,2023-01-09 13:08:46+00:00,RT @UOLNoticias: Juliana Dal Piva: Moro acusa Lula de 'reprimir protestos' e não condena ataques em Brasília https://t.co/NRBk2GPWCW,,Twitter for Android
2851,Italy,,2023-01-09 13:08:45+00:00,"RT @reportersalles: O ditador comunista Nicolás Maduro rechaçou os protestos ocorridos em Brasília neste domingo (8). Em 2019, a ONU denunc…",,Twitter for iPhone
2852,,"Patriota, apenas.
VERGONHA DAS FFAA 🤦🏻😪",2023-01-09 13:08:39+00:00,"RT @madermattos1: ÚLTIMA HORA: Protestos estouram em Paris contra Macron, aumento de preços, reforma da previdência Protestos têm sido cada…",,Twitter for Android
2853,,eu nunca vou te abandonar 𝘤𝘰𝘳𝘪𝘯𝘵𝘩𝘪𝘢𝘯𝘴 • 🏳️‍🌈,2023-01-09 13:08:38+00:00,"RT @futebol_info: Presidente da Galoucura, principal torcida organizada do Atlético-MG, se coloca à disposição para ir à Brasília para reso…",,Twitter for iPhone
2854,,,2023-01-09 13:08:32+00:00,RT @reportersalles: Maduro repudiou os protestos contra Lula e repudiou os protestos contra ele próprio na Venezuela. Repudiou tanto que a…,,Twitter for iPhone
2855,"Santa Catarina, Brasil","LULA LADRÃO 
SEU LUGAR É NA PRISÃO 
 direita conservadora em luta contra corruptos e manipuladores de informação",2023-01-09 13:08:31+00:00,"RT @madermattos1: ÚLTIMA HORA: Protestos estouram em Paris contra Macron, aumento de preços, reforma da previdência Protestos têm sido cada…",,Twitter for Android
2856,,🦑🇧🇷🇵🇹🇵🇷🏳️‍🌈🇨🇳🇷🇺🇵🇸se liga na missão: ser um ser humano melhor! obstáculo : seres humanos.,2023-01-09 13:08:27+00:00,"RT @DePapelOficial: Em protestos de esquerda nunca vi ninguém agredindo nenhum animal, ontem os terroristas bolsonaristas agrediram dois...…",,Twitter for Android
2857,,,2023-01-09 13:08:26+00:00,"RT @madermattos1: ÚLTIMA HORA: Protestos estouram em Paris contra Macron, aumento de preços, reforma da previdência Protestos têm sido cada…",,Twitter for Android
2858,,#SOSFFAA 👍😎👊🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷  #FechadoComBolsonaro,2023-01-09 13:08:26+00:00,RT @SF_Moro: O novo Governo Lula iniciou mais preocupado em reprimir protestos e a opinião divergente do que em apresentar resultados. De v…,,Twitter for Android
2859,"Recife, Pernambuco","Tô aqui só pra reclamar e passar raiva,amo séries, música e games.
This is the way .
Pan  (Ele/Dele).",2023-01-09 13:08:24+00:00,"RT @Ivokleber: E a imprensa com esse papinho de ""criminosos infiltrados"" nos acampamentos e protestos... vão se foder né? Esses movimentos…",,Twitter for Android
2860,,"Casada, mãe,serva do Deus vivo",2023-01-09 13:08:21+00:00,"RT @0410Lina: Protestos contra Macron!!!
Hoje em Paris!!!
A mídia não vai mostrar... https://t.co/RiXSx7BoX4",,Twitter for Android
2861,Goiânia - GO / Brasil,"🇧🇷🇧🇷 Designer há mais de 26 anos! ""Marketeiro"" e hipnoterapeuta. De direita, conservador, armamentista, pai, esposo e amigo! 🇧🇷🇧🇷",2023-01-09 13:08:20+00:00,"RT @ATROMBETA3: Com palavras de ordem e ao som de hinos da  pátria, milhares de brasileiros descem para a Esplanada dos Ministérios em prot…",,Twitter Web App
2862,,"DEUS, FAMÍLIA, PÁTRIA E LIBERDADE 👈😎🇧🇷",2023-01-09 13:08:15+00:00,"RT @VerdadeseNadaMa: O governo dos Estados Unidos (Biden) ofereceu o envio de tropas para conter a onda de protestos no Brasil.
🤬",,Twitter for Android
2863,,canto Bituca e Lô Borges enquanto cozinho (ele/dele),2023-01-09 13:08:14+00:00,"RT @Ivokleber: E a imprensa com esse papinho de ""criminosos infiltrados"" nos acampamentos e protestos... vão se foder né? Esses movimentos…",,Twitter Web App
2864,,,2023-01-09 13:08:07+00:00,RT @JHFonseca: ### PROTESTOS SE ESPALHAM E BR101 É PARALISADA. https://t.co/KtdlPpMV9z,,Twitter for Android
2865,,,2023-01-09 13:08:04+00:00,RT @heliobeltrao: O Flavio Dino há 5 anos incentivou os protestos que incendiaram ministérios. Aqueles esquerdistas que hoje corretamente r…,,Twitter for Android
2866,,,2023-01-09 13:08:04+00:00,"RT @marciatiburi: O Moro que só cresceu politicamente por ser o algoz de Lula e o principal agente do Bolsonarismo, clássico lambe-botas da…",,Twitter Web App
2867,"Seattle, WA","Tentaram nos enterrar, so esqueceram que somos sementes..Love is my religion.",2023-01-09 13:08:01+00:00,RT @falandodedefesa: O facebook (dono do Meta é banido na Rússia por ser extremista) vai retirar conteúdo de apoio aos protestos no Brasil,,Twitter for Android
2868,Canoas-RS ,,2023-01-09 13:08:01+00:00,RT @A_Patriotaa: Boulos é você ? É sempre bom relembrar de protestos democráticos. https://t.co/cQPuzqxHIl,,Twitter for Android
2869,"Florianópolis, Brasil",,2023-01-09 13:07:59+00:00,RT @A_Patriotaa: Boulos é você ? É sempre bom relembrar de protestos democráticos. https://t.co/cQPuzqxHIl,,Twitter for iPhone
2870,,"do you still remember felling young?
fan account (f***El**Mus*)",2023-01-09 13:07:49+00:00,"RT @marciatiburi: O Moro que só cresceu politicamente por ser o algoz de Lula e o principal agente do Bolsonarismo, clássico lambe-botas da…",,Twitter for Android
2871,,,2023-01-09 13:07:48+00:00,"RT @VerdadeseNadaMa: O governo dos Estados Unidos (Biden) ofereceu o envio de tropas para conter a onda de protestos no Brasil.
🤬",,Twitter Web App
2872,,@jairbolsonaro é o melhor presidente da história do Brasil.,2023-01-09 13:07:45+00:00,"RT @reportersalles: O ditador comunista Nicolás Maduro rechaçou os protestos ocorridos em Brasília neste domingo (8). Em 2019, a ONU denunc…",,Twitter Web App
2873,,"Técnico em Edificações 👷‍♂️
Tecnólogo em Construção Civil - Edifícios🛠️

falo sobre filmes mais do que deveria, porém bem menos do que gostaria! 💬

ele/dele",2023-01-09 13:07:44+00:00,"RT @Ivokleber: E a imprensa com esse papinho de ""criminosos infiltrados"" nos acampamentos e protestos... vão se foder né? Esses movimentos…",,Twitter for Android
2874,,,2023-01-09 13:07:41+00:00,RT @SF_Moro: O novo Governo Lula iniciou mais preocupado em reprimir protestos e a opinião divergente do que em apresentar resultados. De v…,,Twitter for iPhone
2875,,,2023-01-09 13:07:34+00:00,RT @teresinhalopes: Lamentável o @exercitooficial ir contra o povo sem separar o joio do trigo. O vandalismo condenável praticado por infil…,,Twitter for Android
