Level,Date and Time,Source,Event ID,Task,Category
Warning,12/29/2022 4:13:14 PM,Microsoft-Windows-Kernel-PnP,219,(212),The driver \Driver\WUDFRd failed to load for the device USB\VID_27C6&PID_5301&MI_00\6&23cb0910&0&0000.
Information,12/29/2022 4:13:14 PM,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Information,12/29/2022 4:13:14 PM,BTHUSB,18,None,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Warning,12/29/2022 4:13:13 PM,Microsoft-Windows-Kernel-PnP,219,(212),The driver \Driver\WUDFRd failed to load for the device {DD8E82AE-334B-49A2-AEAE-AEB0FD5C40DD}\DetectionVerification\5&12b5aadc&0&0.
Information,12/29/2022 4:13:13 PM,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Information,12/29/2022 4:13:13 PM,Netwtw08,7017,None,7017 - secure boot (SB) configuration
Information,12/29/2022 4:13:13 PM,Netwtw08,7010,None,7010 - driver enabled (miniport init)
Information,12/29/2022 4:13:13 PM,MEIx64,2,None,Intel(R) Management Engine Interface driver has started successfully.
Information,12/29/2022 4:13:13 PM,Netwtw08,7002,None,7002 - CTDP power limit value (SPLC)
Information,12/29/2022 4:13:13 PM,Netwtw08,7005,None,7005 - SAR value max TX power (WRDS)
Information,12/29/2022 4:13:13 PM,Netwtw08,7036,None,The \Device\NDMP2 service entered the Intel(R) Wireless-AC 9462 state.
Information,12/29/2022 4:13:13 PM,Microsoft-Windows-Kernel-Power,521,(220),Active battery count change.
Information,12/29/2022 4:13:13 PM,Microsoft-Windows-Kernel-Power,521,(220),Active battery count change.
Information,12/29/2022 4:13:13 PM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 7 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 1800
Maximum performance percentage: 216
Minimum performance percentage: 72
Minimum throttle percentage: 5"
